uuid,entity_type,entity_text
79abe7f8-9a65-4e5e-bd1b-c23df3d2d270,4,6/1/2020
79abe7f8-9a65-4e5e-bd1b-c23df3d2d270,5,6/1/2020
79abe7f8-9a65-4e5e-bd1b-c23df3d2d270,6,5/31/2021
79abe7f8-9a65-4e5e-bd1b-c23df3d2d270,3,New York
93709fdf-4592-4a6c-923b-68558bc91c7c,1,CONSULTING AGREEMENT
93709fdf-4592-4a6c-923b-68558bc91c7c,2,"Global Technologies, Ltd"
93709fdf-4592-4a6c-923b-68558bc91c7c,2,Timothy Cabrera
93709fdf-4592-4a6c-923b-68558bc91c7c,4,1/2/2020
93709fdf-4592-4a6c-923b-68558bc91c7c,5,1/2/2020
93709fdf-4592-4a6c-923b-68558bc91c7c,6,1/2/2021
93709fdf-4592-4a6c-923b-68558bc91c7c,3,Florida
0c576fd3-e1e2-44ae-80bb-c53db4aa04d3,1,Consulting Agreement
0c576fd3-e1e2-44ae-80bb-c53db4aa04d3,2,TruckThat LLC
0c576fd3-e1e2-44ae-80bb-c53db4aa04d3,2,"Driven Deliveries, Inc."
0c576fd3-e1e2-44ae-80bb-c53db4aa04d3,4,5/1/2019
0c576fd3-e1e2-44ae-80bb-c53db4aa04d3,5,5/1/2019
0c576fd3-e1e2-44ae-80bb-c53db4aa04d3,6,10/31/2019
0c576fd3-e1e2-44ae-80bb-c53db4aa04d3,3,California
58b1d0e0-dc3b-4723-89c3-82553662d52a,1,CONSULTING AGREEMENT
58b1d0e0-dc3b-4723-89c3-82553662d52a,2,INTERMARK CAPITAL CORP.
58b1d0e0-dc3b-4723-89c3-82553662d52a,2,CORAL GOLD RESOURCES LTD.
58b1d0e0-dc3b-4723-89c3-82553662d52a,4,2/1/2020
58b1d0e0-dc3b-4723-89c3-82553662d52a,5,2/1/2020
58b1d0e0-dc3b-4723-89c3-82553662d52a,6,1/31/2025
58b1d0e0-dc3b-4723-89c3-82553662d52a,3,British Columbia
ad0e1080-929d-4ef8-acde-194977e2e440,1,FRANCHISE AGREEMENT Pretzel Time
ad0e1080-929d-4ef8-acde-194977e2e440,2,"Pretzel Time, Inc."
ad0e1080-929d-4ef8-acde-194977e2e440,2,Franchisee
ad0e1080-929d-4ef8-acde-194977e2e440,4,
ad0e1080-929d-4ef8-acde-194977e2e440,5,
ad0e1080-929d-4ef8-acde-194977e2e440,6,
ad0e1080-929d-4ef8-acde-194977e2e440,3,Pennsylvania
fdfc150f-bfce-496e-bd2e-aa4ee090e31a,1,CONSULTING AGREEMENT IREYA B.V
fdfc150f-bfce-496e-bd2e-aa4ee090e31a,2,IREYA B.V
fdfc150f-bfce-496e-bd2e-aa4ee090e31a,2,"Aduro Biotech, Inc."
fdfc150f-bfce-496e-bd2e-aa4ee090e31a,4,6/1/2020
fdfc150f-bfce-496e-bd2e-aa4ee090e31a,5,6/1/2020
fdfc150f-bfce-496e-bd2e-aa4ee090e31a,6,12/31/2020
fdfc150f-bfce-496e-bd2e-aa4ee090e31a,3,California
c404e960-a16d-42c8-89ab-e047feb54470,1,Online Hosting Agreement
c404e960-a16d-42c8-89ab-e047feb54470,2,Tadeo E-Commerce Corp.
c404e960-a16d-42c8-89ab-e047feb54470,2,Diplomat Direct Marketing Corporation
c404e960-a16d-42c8-89ab-e047feb54470,4,6/1/1999
c404e960-a16d-42c8-89ab-e047feb54470,5,6/1/1999
c404e960-a16d-42c8-89ab-e047feb54470,6,6/1/2000
c404e960-a16d-42c8-89ab-e047feb54470,3,New York
f90320aa-929a-4a3e-b9aa-0fced0d71841,1,LICENSE AND HOSTING AGREEMENT
f90320aa-929a-4a3e-b9aa-0fced0d71841,2,LMG
f90320aa-929a-4a3e-b9aa-0fced0d71841,2,"Transaction Applications Group, Inc."
f90320aa-929a-4a3e-b9aa-0fced0d71841,4,10/17/2007
f90320aa-929a-4a3e-b9aa-0fced0d71841,5,10/17/2007
f90320aa-929a-4a3e-b9aa-0fced0d71841,6,
f90320aa-929a-4a3e-b9aa-0fced0d71841,3,Georgia
19f56c69-dd28-4d51-b67b-8e66aca6bcba,1,AGENCY AGREEMENT
19f56c69-dd28-4d51-b67b-8e66aca6bcba,2,"The Bon-Ton Stores, Inc."
19f56c69-dd28-4d51-b67b-8e66aca6bcba,2,"Tiger Capital Group, LLC"
19f56c69-dd28-4d51-b67b-8e66aca6bcba,2,"GA Retail, Inc."
19f56c69-dd28-4d51-b67b-8e66aca6bcba,2,"Wilmington Savings Fund Society, FSB"
19f56c69-dd28-4d51-b67b-8e66aca6bcba,4,4/18/2018
19f56c69-dd28-4d51-b67b-8e66aca6bcba,5,
19f56c69-dd28-4d51-b67b-8e66aca6bcba,6,
19f56c69-dd28-4d51-b67b-8e66aca6bcba,3,Delaware
c20828d9-107f-4a93-9155-7ba891173a8a,1,AGENCY AGREEMENT
c20828d9-107f-4a93-9155-7ba891173a8a,2,"Keefe, Bruyette & Woods, Inc."
c20828d9-107f-4a93-9155-7ba891173a8a,2,Athens Federal Community Bank
c20828d9-107f-4a93-9155-7ba891173a8a,2,Athens Bancshares Corporation
c20828d9-107f-4a93-9155-7ba891173a8a,4,2009
c20828d9-107f-4a93-9155-7ba891173a8a,5,
c20828d9-107f-4a93-9155-7ba891173a8a,6,45 days after the completion of the Subscription Offering
c20828d9-107f-4a93-9155-7ba891173a8a,3,New York
d031d626-2b28-48df-991c-cd86b03b045e,1,Support and Maintenance Agreement
d031d626-2b28-48df-991c-cd86b03b045e,2,XACCT
d031d626-2b28-48df-991c-cd86b03b045e,2,"XACCT Technologies, Inc."
d031d626-2b28-48df-991c-cd86b03b045e,4,
d031d626-2b28-48df-991c-cd86b03b045e,5,
d031d626-2b28-48df-991c-cd86b03b045e,6,
d031d626-2b28-48df-991c-cd86b03b045e,3,California
f8225dc1-6e8f-428c-9097-9f3955d4e3a8,1,Yield Maintenance Agreement
f8225dc1-6e8f-428c-9097-9f3955d4e3a8,2,Wells Fargo Bank
f8225dc1-6e8f-428c-9097-9f3955d4e3a8,2,UBS AG
f8225dc1-6e8f-428c-9097-9f3955d4e3a8,4,4/27/2006
f8225dc1-6e8f-428c-9097-9f3955d4e3a8,5,4/1/2006
f8225dc1-6e8f-428c-9097-9f3955d4e3a8,6,4/1/2009
f8225dc1-6e8f-428c-9097-9f3955d4e3a8,3,New York
4a34f73f-ca90-4095-8f6b-fa9cb27bb85c,1,MAINTENANCE AGREEMENT Bankers Bank
4a34f73f-ca90-4095-8f6b-fa9cb27bb85c,2,THE BANKERS BANK
4a34f73f-ca90-4095-8f6b-fa9cb27bb85c,2,"NETZEE, INC."
4a34f73f-ca90-4095-8f6b-fa9cb27bb85c,4,3/1/2001
4a34f73f-ca90-4095-8f6b-fa9cb27bb85c,5,
4a34f73f-ca90-4095-8f6b-fa9cb27bb85c,6,3/1/2002
4a34f73f-ca90-4095-8f6b-fa9cb27bb85c,3,
a47fffd3-0464-4360-beec-ffe6b15a0dc0,1,MAINTENANCE AGREEMENT
a47fffd3-0464-4360-beec-ffe6b15a0dc0,2,SAGEM S.A.
a47fffd3-0464-4360-beec-ffe6b15a0dc0,2,XIMAGE corporation
a47fffd3-0464-4360-beec-ffe6b15a0dc0,2,MORPHO
a47fffd3-0464-4360-beec-ffe6b15a0dc0,4,"31 January, 1994"
a47fffd3-0464-4360-beec-ffe6b15a0dc0,5,12/10/1993
a47fffd3-0464-4360-beec-ffe6b15a0dc0,6,12/10/1994
a47fffd3-0464-4360-beec-ffe6b15a0dc0,3,
20f3da09-be85-4409-bb19-d69250b61869,1,SERVICES AGREEMENT
20f3da09-be85-4409-bb19-d69250b61869,2,Oaktree US
20f3da09-be85-4409-bb19-d69250b61869,2,"Oaktree Capital Management, L.P."
20f3da09-be85-4409-bb19-d69250b61869,4,9/25/2018
20f3da09-be85-4409-bb19-d69250b61869,5,9/25/2018
20f3da09-be85-4409-bb19-d69250b61869,6,
20f3da09-be85-4409-bb19-d69250b61869,3,England and Wales
7b50bf63-ddcf-4b56-8026-0b67d05818cc,1,Master Service Agreement Client
7b50bf63-ddcf-4b56-8026-0b67d05818cc,2,Purinix Pharmaceuticals LLC
7b50bf63-ddcf-4b56-8026-0b67d05818cc,2,CRO Consulting (Pty) Limited
7b50bf63-ddcf-4b56-8026-0b67d05818cc,4,5/25/2018
7b50bf63-ddcf-4b56-8026-0b67d05818cc,5,
7b50bf63-ddcf-4b56-8026-0b67d05818cc,6,
7b50bf63-ddcf-4b56-8026-0b67d05818cc,3,Connecticut
1c292133-80a4-44bf-b56e-770f55bde101,1,MASTER SERVICES AGREEMENT
1c292133-80a4-44bf-b56e-770f55bde101,2,"RadialSpark, LLC"
1c292133-80a4-44bf-b56e-770f55bde101,2,Clear Capital
1c292133-80a4-44bf-b56e-770f55bde101,4,9/24/2018
1c292133-80a4-44bf-b56e-770f55bde101,5,9/24/2018
1c292133-80a4-44bf-b56e-770f55bde101,6,
1c292133-80a4-44bf-b56e-770f55bde101,3,Arizona
5e4de416-b82f-45b8-b653-81a84363a786,1,SERVICES AGREEMENT
5e4de416-b82f-45b8-b653-81a84363a786,2,PFS Funds
5e4de416-b82f-45b8-b653-81a84363a786,2,"Potomac Fund Management, Inc."
5e4de416-b82f-45b8-b653-81a84363a786,4,6/24/2020
5e4de416-b82f-45b8-b653-81a84363a786,5,6/24/2020
5e4de416-b82f-45b8-b653-81a84363a786,6,6/24/2022
5e4de416-b82f-45b8-b653-81a84363a786,3,Massachusetts
ff8e41ce-2115-4e03-958e-c6697c9c0503,1,SERVICES AGREEMENT
ff8e41ce-2115-4e03-958e-c6697c9c0503,2,"Intellisense Solutions, Inc."
ff8e41ce-2115-4e03-958e-c6697c9c0503,2,Idan Maimon
ff8e41ce-2115-4e03-958e-c6697c9c0503,4,4/1/2019
ff8e41ce-2115-4e03-958e-c6697c9c0503,5,4/1/2019
ff8e41ce-2115-4e03-958e-c6697c9c0503,6,
ff8e41ce-2115-4e03-958e-c6697c9c0503,3,New York
bc21910e-82a5-4325-a85b-7f1e1cb65b2d,1,SERVICE AGREEMENT
bc21910e-82a5-4325-a85b-7f1e1cb65b2d,2,The Victory Portfolios
bc21910e-82a5-4325-a85b-7f1e1cb65b2d,2,"Hartford Life Insurance Co., Inc."
bc21910e-82a5-4325-a85b-7f1e1cb65b2d,4,9/28/2004
bc21910e-82a5-4325-a85b-7f1e1cb65b2d,5,
bc21910e-82a5-4325-a85b-7f1e1cb65b2d,6,
bc21910e-82a5-4325-a85b-7f1e1cb65b2d,3,Ohio
92247913-669a-4383-91c4-1eabd9a2ecf3,1,SERVICES AGREEMENT
92247913-669a-4383-91c4-1eabd9a2ecf3,2,Operating Company
92247913-669a-4383-91c4-1eabd9a2ecf3,2,"TransMontaigne Management Company, LLC"
92247913-669a-4383-91c4-1eabd9a2ecf3,2,"TLP Management Services, LLC"
92247913-669a-4383-91c4-1eabd9a2ecf3,2,EmployeeCo
92247913-669a-4383-91c4-1eabd9a2ecf3,4,
92247913-669a-4383-91c4-1eabd9a2ecf3,5,8/1/2019
92247913-669a-4383-91c4-1eabd9a2ecf3,6,
92247913-669a-4383-91c4-1eabd9a2ecf3,3,Colorado
9cf1ee67-0435-400d-8542-118d168d8abe,1,SERVICE AGREEMENT
9cf1ee67-0435-400d-8542-118d168d8abe,2,"FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS COMPANY, INC."
9cf1ee67-0435-400d-8542-118d168d8abe,2,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION
9cf1ee67-0435-400d-8542-118d168d8abe,4,1/1/1998
9cf1ee67-0435-400d-8542-118d168d8abe,5,
9cf1ee67-0435-400d-8542-118d168d8abe,6,
9cf1ee67-0435-400d-8542-118d168d8abe,3,Massachusetts
a4154411-6d8f-4ced-aea2-dad29c60f4e2,1,SERVICE AGREEMENT
a4154411-6d8f-4ced-aea2-dad29c60f4e2,2,"Rise (Tianjin) Education Information Consulting Co., Ltd."
a4154411-6d8f-4ced-aea2-dad29c60f4e2,2,Service Recipient
a4154411-6d8f-4ced-aea2-dad29c60f4e2,4,
a4154411-6d8f-4ced-aea2-dad29c60f4e2,5,
a4154411-6d8f-4ced-aea2-dad29c60f4e2,6,
a4154411-6d8f-4ced-aea2-dad29c60f4e2,3,
a78e03cd-dd10-43e4-994c-af6ac6c0825f,1,Service Agreement PC Financial Services Private Limited
a78e03cd-dd10-43e4-994c-af6ac6c0825f,2,"Mobimagic Co., Ltd."
a78e03cd-dd10-43e4-994c-af6ac6c0825f,2,PC Financial
a78e03cd-dd10-43e4-994c-af6ac6c0825f,4,4/1/2019
a78e03cd-dd10-43e4-994c-af6ac6c0825f,5,4/1/2019
a78e03cd-dd10-43e4-994c-af6ac6c0825f,6,3/30/2020
a78e03cd-dd10-43e4-994c-af6ac6c0825f,3,India
8a5daa8c-f404-46a1-b5cb-37a04c40211e,1,SPONSORSHIP AND DEVELOPMENT AGREEMENT TDA
8a5daa8c-f404-46a1-b5cb-37a04c40211e,2,RICK SMITH ENTERPRISES
8a5daa8c-f404-46a1-b5cb-37a04c40211e,2,TEKNIK DIGITAL ARTS INC.
8a5daa8c-f404-46a1-b5cb-37a04c40211e,4,8/6/2004
8a5daa8c-f404-46a1-b5cb-37a04c40211e,5,8/6/2004
8a5daa8c-f404-46a1-b5cb-37a04c40211e,6,8/6/2007
8a5daa8c-f404-46a1-b5cb-37a04c40211e,3,Arizona
47b72ec6-b695-4133-8adb-19a15340e67c,1,SPONSORSHIP AGREEMENT
47b72ec6-b695-4133-8adb-19a15340e67c,2,"GAINSCO, INC."
47b72ec6-b695-4133-8adb-19a15340e67c,2,"Stallings Capital Group Consultants, Ltd."
47b72ec6-b695-4133-8adb-19a15340e67c,4,1/1/2010
47b72ec6-b695-4133-8adb-19a15340e67c,5,1/1/2010
47b72ec6-b695-4133-8adb-19a15340e67c,6,12/31/2010
47b72ec6-b695-4133-8adb-19a15340e67c,3,Texas
63a15b98-0f27-4548-a6f3-b300963ea11b,1,SPONSORSHIP AGREEMENT
63a15b98-0f27-4548-a6f3-b300963ea11b,2,"Wells Fargo Bank, N.A"
63a15b98-0f27-4548-a6f3-b300963ea11b,2,"iPayment, Inc."
63a15b98-0f27-4548-a6f3-b300963ea11b,2,First Data Merchant Services Corporation
63a15b98-0f27-4548-a6f3-b300963ea11b,4,1/29/2007
63a15b98-0f27-4548-a6f3-b300963ea11b,5,1/29/2007
63a15b98-0f27-4548-a6f3-b300963ea11b,6,6/30/2010
63a15b98-0f27-4548-a6f3-b300963ea11b,3,New York
67f514d7-4310-4056-8fa0-0863c5f8dff0,1,SPONSORSHIP AGREEMENT
67f514d7-4310-4056-8fa0-0863c5f8dff0,2,Platinum Partners Value Arbitrage Fund L.P.
67f514d7-4310-4056-8fa0-0863c5f8dff0,2,Snowy August Fund I LP
67f514d7-4310-4056-8fa0-0863c5f8dff0,2,PEEK Investments LLC
67f514d7-4310-4056-8fa0-0863c5f8dff0,4,7/16/2012
67f514d7-4310-4056-8fa0-0863c5f8dff0,5,7/16/2012
67f514d7-4310-4056-8fa0-0863c5f8dff0,6,8/15/2012
67f514d7-4310-4056-8fa0-0863c5f8dff0,3,New York
1d65a84e-4a7e-4047-b608-61ab60921ab4,1,Sponsorship Agreement Client
1d65a84e-4a7e-4047-b608-61ab60921ab4,2,Intuit
1d65a84e-4a7e-4047-b608-61ab60921ab4,2,Stamps.com Inc.
1d65a84e-4a7e-4047-b608-61ab60921ab4,4,5/14/1999
1d65a84e-4a7e-4047-b608-61ab60921ab4,5,
1d65a84e-4a7e-4047-b608-61ab60921ab4,6,
1d65a84e-4a7e-4047-b608-61ab60921ab4,3,California
0bd6d0d5-a089-4232-bbb8-590ab9911166,1,SPONSORSHIP AGREEMENT
0bd6d0d5-a089-4232-bbb8-590ab9911166,2,Forty Niners SC
0bd6d0d5-a089-4232-bbb8-590ab9911166,2,"Violin Memory, Inc."
0bd6d0d5-a089-4232-bbb8-590ab9911166,2,Forty Niners SC Stadium Company LLC
0bd6d0d5-a089-4232-bbb8-590ab9911166,4,6/13/2012
0bd6d0d5-a089-4232-bbb8-590ab9911166,5,6/13/2012
0bd6d0d5-a089-4232-bbb8-590ab9911166,6,6/13/2022
0bd6d0d5-a089-4232-bbb8-590ab9911166,3,California
06c3ad91-d862-40c4-9953-94047720ded2,1,CORPORATE SPONSORSHIP AGREEMENT
06c3ad91-d862-40c4-9953-94047720ded2,2,Torvec
06c3ad91-d862-40c4-9953-94047720ded2,2,"Phoenix Performance, LLC"
06c3ad91-d862-40c4-9953-94047720ded2,4,5/18/2010
06c3ad91-d862-40c4-9953-94047720ded2,5,5/18/2010
06c3ad91-d862-40c4-9953-94047720ded2,6,10/31/2010
06c3ad91-d862-40c4-9953-94047720ded2,3,New York
a4e3c9f2-f112-4d74-a327-5800bdc73ca6,1,SPONSORSHIP AGREEMENT
a4e3c9f2-f112-4d74-a327-5800bdc73ca6,2,"Excite, Inc."
a4e3c9f2-f112-4d74-a327-5800bdc73ca6,2,CyberShop
a4e3c9f2-f112-4d74-a327-5800bdc73ca6,4,3/31/1998
a4e3c9f2-f112-4d74-a327-5800bdc73ca6,5,3/31/1998
a4e3c9f2-f112-4d74-a327-5800bdc73ca6,6,3/31/2000
a4e3c9f2-f112-4d74-a327-5800bdc73ca6,3,New York
89349422-00c2-477e-874a-3f04b66f40c6,1,Sponsorship Agreement
89349422-00c2-477e-874a-3f04b66f40c6,2,"iVillage, Inc."
89349422-00c2-477e-874a-3f04b66f40c6,2,FMM
89349422-00c2-477e-874a-3f04b66f40c6,4,12/18/1998
89349422-00c2-477e-874a-3f04b66f40c6,5,11/4/1998
89349422-00c2-477e-874a-3f04b66f40c6,6,1/4/2001
89349422-00c2-477e-874a-3f04b66f40c6,3,New York
0cdff67a-a51f-4cbc-917e-6914bb5bf5ee,1,SPONSORSHIP AGREEMENT
0cdff67a-a51f-4cbc-917e-6914bb5bf5ee,2,"Logan's Roadhouse, Inc."
0cdff67a-a51f-4cbc-917e-6914bb5bf5ee,2,"Southern Racing Promotions, Inc."
0cdff67a-a51f-4cbc-917e-6914bb5bf5ee,4,2/24/1998
0cdff67a-a51f-4cbc-917e-6914bb5bf5ee,5,
0cdff67a-a51f-4cbc-917e-6914bb5bf5ee,6,11/30/1998
0cdff67a-a51f-4cbc-917e-6914bb5bf5ee,3,Tennessee
e3c460a5-5c39-45c0-9e96-5e2575dc059e,1,SPONSORSHIP AGREEMENT FNW
e3c460a5-5c39-45c0-9e96-5e2575dc059e,2,Sponsor
e3c460a5-5c39-45c0-9e96-5e2575dc059e,2,FOOTBALL NORTHWEST LLC
e3c460a5-5c39-45c0-9e96-5e2575dc059e,4,7/12/1999
e3c460a5-5c39-45c0-9e96-5e2575dc059e,5,7/19/1999
e3c460a5-5c39-45c0-9e96-5e2575dc059e,6,End of the 1999 season
e3c460a5-5c39-45c0-9e96-5e2575dc059e,3,Washington
ee55db0d-1913-4d57-b685-ce62eeb8e1e8,1,SPONSORSHIP AGREEMENT
ee55db0d-1913-4d57-b685-ce62eeb8e1e8,2,"Excite, Inc."
ee55db0d-1913-4d57-b685-ce62eeb8e1e8,2,N2K Inc.
ee55db0d-1913-4d57-b685-ce62eeb8e1e8,4,9/23/1997
ee55db0d-1913-4d57-b685-ce62eeb8e1e8,5,
ee55db0d-1913-4d57-b685-ce62eeb8e1e8,6,
ee55db0d-1913-4d57-b685-ce62eeb8e1e8,3,New York
b6db3e07-98a9-4b19-95d5-ad3b04a0e0d1,1,SPONSORSHIP AGREEMENT
b6db3e07-98a9-4b19-95d5-ad3b04a0e0d1,2,"Excite, Inc."
b6db3e07-98a9-4b19-95d5-ad3b04a0e0d1,2,Vitamin Shoppe Industries Inc.
b6db3e07-98a9-4b19-95d5-ad3b04a0e0d1,4,9/23/1998
b6db3e07-98a9-4b19-95d5-ad3b04a0e0d1,5,
b6db3e07-98a9-4b19-95d5-ad3b04a0e0d1,6,
b6db3e07-98a9-4b19-95d5-ad3b04a0e0d1,3,California
f7b8c69b-f665-41f3-9646-f8d36abbc627,1,"Outsourcing Agreement Virtual Item Processing Systems, Inc."
f7b8c69b-f665-41f3-9646-f8d36abbc627,2,BNL
f7b8c69b-f665-41f3-9646-f8d36abbc627,2,Brokers National Life Assurance Company
f7b8c69b-f665-41f3-9646-f8d36abbc627,4,5/1/2006
f7b8c69b-f665-41f3-9646-f8d36abbc627,5,5/1/2006
f7b8c69b-f665-41f3-9646-f8d36abbc627,6,5/1/2007
f7b8c69b-f665-41f3-9646-f8d36abbc627,3,Oklahoma
647c514f-967a-41c5-9851-937a0be37fec,1,Network Management Outsourcing Agreement DATEC (PNG) LIMITED
647c514f-967a-41c5-9851-937a0be37fec,2,Datec PNG Limited
647c514f-967a-41c5-9851-937a0be37fec,2,Bank of South Pacific Ltd
647c514f-967a-41c5-9851-937a0be37fec,4,6/16/2004
647c514f-967a-41c5-9851-937a0be37fec,5,6/16/2004
647c514f-967a-41c5-9851-937a0be37fec,6,6/16/2009
647c514f-967a-41c5-9851-937a0be37fec,3,Papua New Guinea
da921f79-5cff-4f6c-a7d9-d9c50d756017,1,MANUFACTURING OUTSOURCING AGREEMENT CONTRACTOR
da921f79-5cff-4f6c-a7d9-d9c50d756017,2,Nice Systems Ltd.
da921f79-5cff-4f6c-a7d9-d9c50d756017,2,Flextronics Israel Ltd.
da921f79-5cff-4f6c-a7d9-d9c50d756017,4,1/21/2002
da921f79-5cff-4f6c-a7d9-d9c50d756017,5,1/21/2002
da921f79-5cff-4f6c-a7d9-d9c50d756017,6,
da921f79-5cff-4f6c-a7d9-d9c50d756017,3,Israel
d75aae13-6ef8-4b82-baa2-5654a064e108,1,OUTSOURCING AGREEMENT
d75aae13-6ef8-4b82-baa2-5654a064e108,2,"Sykes HealthPlan Services, Inc."
d75aae13-6ef8-4b82-baa2-5654a064e108,2,"HealthPlan Services, Inc."
d75aae13-6ef8-4b82-baa2-5654a064e108,4,1/1/1998
d75aae13-6ef8-4b82-baa2-5654a064e108,5,1/1/1998
d75aae13-6ef8-4b82-baa2-5654a064e108,6,12/31/1998
d75aae13-6ef8-4b82-baa2-5654a064e108,3,Florida
1fb9128b-b570-4677-ab45-2b0631dfc622,1,Outsourcing Agreement Customer
1fb9128b-b570-4677-ab45-2b0631dfc622,2,Marshall & Ilsley Corporation
1fb9128b-b570-4677-ab45-2b0631dfc622,2,Tri City National Bank
1fb9128b-b570-4677-ab45-2b0631dfc622,4,2/16/1998
1fb9128b-b570-4677-ab45-2b0631dfc622,5,2/16/1998
1fb9128b-b570-4677-ab45-2b0631dfc622,6,2/16/2006
1fb9128b-b570-4677-ab45-2b0631dfc622,3,Wisconsin
874b05b4-9435-475b-b7cc-aec8f9b51c59,1,TECHNOLOGY OUTSOURCING AGREEMENT
874b05b4-9435-475b-b7cc-aec8f9b51c59,2,Metavante Corporation
874b05b4-9435-475b-b7cc-aec8f9b51c59,2,Oriental Financial Group Inc.
874b05b4-9435-475b-b7cc-aec8f9b51c59,4,1/26/2007
874b05b4-9435-475b-b7cc-aec8f9b51c59,5,1/26/2007
874b05b4-9435-475b-b7cc-aec8f9b51c59,6,11/30/2014
874b05b4-9435-475b-b7cc-aec8f9b51c59,3,New York
f382fdd7-639d-42a0-b7e4-ba302ac03564,1,OUTSOURCING AGREEMENT MMI
f382fdd7-639d-42a0-b7e4-ba302ac03564,2,MODUS MEDIA INTERNATIONAL
f382fdd7-639d-42a0-b7e4-ba302ac03564,2,"DRAGON SYSTEMS, INC."
f382fdd7-639d-42a0-b7e4-ba302ac03564,4,1/19/1998
f382fdd7-639d-42a0-b7e4-ba302ac03564,5,
f382fdd7-639d-42a0-b7e4-ba302ac03564,6,
f382fdd7-639d-42a0-b7e4-ba302ac03564,3,Massachusetts
654f6a9a-448b-4ad8-ab74-3a71f19a4d61,1,Outsourcing Base Agreement IBM
654f6a9a-448b-4ad8-ab74-3a71f19a4d61,2,International Business Machines Corporation
654f6a9a-448b-4ad8-ab74-3a71f19a4d61,2,"Manufacturers' Services Western US Operations, Inc."
654f6a9a-448b-4ad8-ab74-3a71f19a4d61,4,5/5/1998
654f6a9a-448b-4ad8-ab74-3a71f19a4d61,5,6/1/1998
654f6a9a-448b-4ad8-ab74-3a71f19a4d61,6,6/1/2001
654f6a9a-448b-4ad8-ab74-3a71f19a4d61,3,New York
0ebe7db3-408c-4258-a56b-7af89a151ca8,1,OUTSOURCING AGREEMENT
0ebe7db3-408c-4258-a56b-7af89a151ca8,2,"WYZZ Licensee, Inc."
0ebe7db3-408c-4258-a56b-7af89a151ca8,2,"Nexstar Broadcasting of Peoria, L.L.C."
0ebe7db3-408c-4258-a56b-7af89a151ca8,4,11/28/2001
0ebe7db3-408c-4258-a56b-7af89a151ca8,5,12/1/2001
0ebe7db3-408c-4258-a56b-7af89a151ca8,6,12/1/2008
0ebe7db3-408c-4258-a56b-7af89a151ca8,3,Maryland
0864fd90-7d43-4093-83af-e6f517175a10,1,ASP and Outsourcing Agreement E.piphany
0864fd90-7d43-4093-83af-e6f517175a10,2,"E.PIPHANY, INC."
0864fd90-7d43-4093-83af-e6f517175a10,2,"High Speed Net Solutions, Inc."
0864fd90-7d43-4093-83af-e6f517175a10,4,7/31/2000
0864fd90-7d43-4093-83af-e6f517175a10,5,7/31/2000
0864fd90-7d43-4093-83af-e6f517175a10,6,7/31/2003
0864fd90-7d43-4093-83af-e6f517175a10,3,California
f1f072e1-9618-4874-8cdc-4479367b0627,1,Outsourcing Agreement
f1f072e1-9618-4874-8cdc-4479367b0627,2,United National Bancorp
f1f072e1-9618-4874-8cdc-4479367b0627,2,"BISYS Group, Inc."
f1f072e1-9618-4874-8cdc-4479367b0627,4,2/18/1999
f1f072e1-9618-4874-8cdc-4479367b0627,5,
f1f072e1-9618-4874-8cdc-4479367b0627,6,
f1f072e1-9618-4874-8cdc-4479367b0627,3,
f33a9e97-29f5-4a09-969f-18616b049501,1,Reseller Agreement
f33a9e97-29f5-4a09-969f-18616b049501,2,695014 B.C. Ltd. dba Galaxy Telecom
f33a9e97-29f5-4a09-969f-18616b049501,2,Galaxy Telnet SRL
f33a9e97-29f5-4a09-969f-18616b049501,4,6/1/2004
f33a9e97-29f5-4a09-969f-18616b049501,5,6/1/2004
f33a9e97-29f5-4a09-969f-18616b049501,6,6/1/2006
f33a9e97-29f5-4a09-969f-18616b049501,3,British Columbia
769e3df0-94bb-4e19-ad2f-07f1789cca85,1,RESELLER AGREEMENT
769e3df0-94bb-4e19-ad2f-07f1789cca85,2,MEDIANET GROUP TECHNOLOGIES
769e3df0-94bb-4e19-ad2f-07f1789cca85,2,"International Direct Response, Inc."
769e3df0-94bb-4e19-ad2f-07f1789cca85,4,3/19/2004
769e3df0-94bb-4e19-ad2f-07f1789cca85,5,3/19/2004
769e3df0-94bb-4e19-ad2f-07f1789cca85,6,3/19/2005
769e3df0-94bb-4e19-ad2f-07f1789cca85,3,Florida
5a767171-c65f-42f7-b0d4-35debcf26bf0,1,"Software License, Customization and Maintenance Agreement"
5a767171-c65f-42f7-b0d4-35debcf26bf0,2,Cardlytics
5a767171-c65f-42f7-b0d4-35debcf26bf0,2,"Bank of America, N.A."
5a767171-c65f-42f7-b0d4-35debcf26bf0,4,
5a767171-c65f-42f7-b0d4-35debcf26bf0,5,
5a767171-c65f-42f7-b0d4-35debcf26bf0,6,
5a767171-c65f-42f7-b0d4-35debcf26bf0,3,
5f5b2247-ea9c-4bd1-be14-7f3578af603e,1,"Software License, Customization and Maintenance Agreement"
5f5b2247-ea9c-4bd1-be14-7f3578af603e,2,Bank of America
5f5b2247-ea9c-4bd1-be14-7f3578af603e,2,"Cardlytics, Inc."
5f5b2247-ea9c-4bd1-be14-7f3578af603e,4,11/4/10
